RegionName,ZoneName,WoredaName,EthiopianMonth,EthMonNum,EthYear,DeliveredPrivateClinics,DeliveredPublicClinics,DeliveredOther,DeliveredTotal
Oromia,West Hararge,Gemechis,Hamle,11,2009,15,95,20,130
Oromia,Buno Bedele,Gechi,Yekatit,6,2011,3,91,72,166
Oromia,Jimma,Nono Benja,Nehase,12,2009,87,68,9,164
Oromia,West Wellega,Gimbi Rural,Sene,10,2009,49,24,73,146
Oromia,Arsi,Sire,Sene,10,2011,16,78,77,171
Oromia,Ilu Aba Bora,Yayu,Ginbot,9,2011,59,86,64,209
Oromia,Borena,Arero,Tahesas,4,2011,70,85,34,189
Oromia,Arsi,Munesa,Hedar,3,2010,49,86,77,212
Oromia,Jimma,Omonada,Sene,10,2009,70,17,75,162
Oromia,West Shewa,Tibe Kutaye,Meskerem,1,2010,62,44,52,158
Oromia,North Shewa,Fiche Hospital,Meskerem,1,2010,68,50,77,195
Oromia,Jimma,Kersa,Ginbot,9,2009,76,80,29,185
Oromia,West Wellega,Babo Gembel,Tir,5,2010,53,26,55,134
Oromia,West Wellega,Genji,Tahesas,4,2010,27,12,42,81
Oromia,East Wellega,Gida Ayana,Teqemt,2,2010,89,36,71,196
Oromia,Horo Gudru Wellega,Abay Chomen,Ginbot,9,2010,57,23,84,164
Oromia,West Shewa,Codi,Tir,5,2011,65,92,38,195
Oromia,West Wellega,Gimbi Adventist Hospital,Miyazia,8,2010,24,67,68,159
Oromia,West Wellega,Begi,Hedar,3,2011,21,73,77,171
Oromia,West Wellega,Gimbi,Yekatit,6,2010,22,90,31,143
Oromia,East Shewa,Gimbichu,Tahesas,4,2011,3,60,43,106
Oromia,West Hararge,Gelemso Hospital,Nehase,12,2009,71,15,72,158
Oromia,Bale,Meda Welabu,Ginbot,9,2011,29,42,45,116
Oromia,East Shewa,Batu,Hedar,3,2010,47,47,35,129
Oromia,Jimma,Setema,Tahesas,4,2011,26,59,76,161
Oromia,Finfine Zuria,Sululta Town,Tir,5,2011,51,84,1,136
Oromia,West Guji,Suro Barguda,Nehase,12,2010,25,96,37,158
Oromia,Guji,Shakiso Town,Megabit,7,2010,97,0,72,169
Oromia,Bale,Arena Buluq,Tir,5,2010,9,92,52,153
Oromia,Borena,Dubluk,Tahesas,4,2011,23,43,66,132
Oromia,East Shewa,Dugda,Tahesas,4,2010,74,32,97,203
Oromia,Qeleme Wellega,Kake Hosp,Miyazia,8,2011,35,34,92,161
Oromia,Buno Bedele,Dapho Hana,Sene,10,2011,24,70,16,110
Oromia,Guji,Anna Sora,Nehase,12,2010,45,20,20,85
Oromia,Arsi,Seru,Ginbot,9,2009,1,71,89,161
Oromia,East Hararge,Bisidimo Hospital,Hedar,3,2010,91,90,75,256
Oromia,East Hararge,Aweday Town,Sene,10,2010,33,59,92,184
Oromia,Guji,Anna Sora,Hamle,11,2010,80,20,27,127
Oromia,Borena,Yabelo Hospital,Miyazia,8,2010,15,95,96,206
Oromia,Ilu Aba Bora,Ale,Meskerem,1,2010,54,15,31,100
Oromia,Jimma,Nono Benja,Megabit,7,2009,7,55,30,92
Oromia,East Shewa,Batu,Meskerem,1,2010,79,87,72,238
Oromia,Burayu Town,Burayu Town,Miyazia,8,2010,24,71,59,154
Oromia,West Shewa,Dendi,Miyazia,8,2011,68,69,34,171
Oromia,Bale,Ginir,Hedar,3,2011,2,72,91,165
Oromia,Guji,Gumi Eldallo,Hedar,3,2011,1,17,42,60
Oromia,East Shewa,Adama,Meskerem,1,2011,1,88,84,173
Oromia,East Shewa,Gimbichu,Tir,5,2011,41,92,51,184
Oromia,East Hararge,Bisidimo Hospital,Hamle,11,2009,30,63,37,130
Oromia,Arsi,Chole,Miyazia,8,2010,85,67,6,158
Oromia,East Shewa,Adama,Tir,5,2010,78,93,69,240
Oromia,South West Shewa,Seden Sodo,Ginbot,9,2011,54,55,28,137
Oromia,Jimma,Kersa,Ginbot,9,2011,66,93,83,242
Oromia,Jimma,Chora Boter,Ginbot,9,2011,8,52,49,109
Oromia,Borena,Dilo,Miyazia,8,2010,16,26,59,101
Oromia,East Wellega,Gobu Seyo,Tahesas,4,2010,6,59,23,88
Oromia,East Wellega,Ebantu,Teqemt,2,2010,20,18,87,125
Oromia,West Wellega,Mene Sibu,Tahesas,4,2011,81,44,41,166
Oromia,East Hararge,Deder,Meskerem,1,2010,49,72,15,136
Oromia,Buno Bedele,Bedele Town,Hamle,11,2009,58,79,62,199
Oromia,West Arsi,Kofele,Hamle,11,2009,26,25,60,111
Oromia,East Hararge,Meyu Muleke,Nehase,12,2010,50,7,32,89
Oromia,East Hararge,Melka Belo,Megabit,7,2010,16,81,27,124
Oromia,East Hararge,Gursum,Yekatit,6,2009,5,12,30,47
Oromia,Bale,Gura Dhamole,Tir,5,2010,70,42,40,152
Oromia,Jimma,Shabe,Hedar,3,2011,7,37,70,114
Oromia,Finfine Zuria,Sandefa,Teqemt,2,2010,73,38,44,155
Oromia,Buno Bedele,Bedele Hospital,Tahesas,4,2010,60,2,99,161
Oromia,West Shewa,Tibe Kutaye,Yekatit,6,2009,38,91,20,149
Oromia,Woliso Town,Woliso Town,Ginbot,9,2010,46,20,85,151
Oromia,West Hararge,West Harerge	Gumbi Bordede,Hedar,3,2010,81,87,2,170
Oromia,Bale,Gololcha,Yekatit,6,2009,25,98,34,157
Oromia,Finfine Zuria,Sandefa,Meskerem,1,2011,51,20,94,165
Oromia,West Shewa,Adea Berga,Hamle,11,2009,46,4,81,131
Oromia,Borena,Guchi,Miyazia,8,2011,53,1,16,70
Oromia,Bale,Goro,Nehase,12,2009,25,65,19,109
Oromia,Jimma Spe Town,Jimma Spe Town,Miyazia,8,2009,57,22,41,120
Oromia,Guji,Gumi Eldallo,Nehase,12,2010,22,36,91,149
Oromia,East Wellega,Haro Limu,Miyazia,8,2011,53,23,96,172
Oromia,West Hararge,Oda Bultum,Miyazia,8,2010,77,18,72,167
Oromia,West Arsi,Kore,Nehase,12,2010,41,58,68,167
Oromia,North Shewa,Hidabu Abote,Megabit,7,2010,18,88,64,170
Oromia,East Hararge,Deder Hospital,Miyazia,8,2011,55,53,9,117
Oromia,South West Shewa,Woliso Town,Tir,5,2009,4,91,92,187
Oromia,Ilu Aba Bora,Nono Sele,Hamle,11,2010,41,48,89,178
Oromia,East Shewa,Batu,Hedar,3,2011,45,55,52,152
Oromia,East Shewa,Olanciti Hospital,Tir,5,2011,94,89,64,247
Oromia,North Shewa,Girar Jarso,Miyazia,8,2009,27,34,38,99
Oromia,West Arsi,Dodola Rural,Hedar,3,2011,7,47,20,74
Oromia,Ambo Town,Ambo Town,Ginbot,9,2010,77,4,3,84
Oromia,Guji,Adola Town,Megabit,7,2010,11,65,45,121
Oromia,East Shewa,Matahara,Megabit,7,2010,77,50,82,209
Oromia,East Wellega,Haro Limu,Sene,10,2009,90,9,75,174
Oromia,Jimma,Guma,Megabit,7,2009,18,80,16,114
Oromia,Ilu Aba Bora,Doreni,Tir,5,2009,76,11,76,163
Oromia,East Wellega,Sibu Sire,Sene,10,2009,17,39,21,77
Oromia,West Shewa,Bako Tibe,Nehase,12,2010,90,16,16,122
Oromia,North Shewa,Dera,Ginbot,9,2010,91,16,52,159
Oromia,West Arsi,Arsi Negele Rural,Tahesas,4,2010,82,33,80,195
Oromia,Finfine Zuria,Akaki,Megabit,7,2009,1,95,81,177
Oromia,West Shewa,Tikur Enchini,Sene,10,2011,40,80,50,170
Oromia,Bale,Goro,Teqemt,2,2010,49,47,69,165
Oromia,Bishoftu Town,Bishoftu Town,Nehase,12,2010,94,8,9,111
Oromia,West Shewa,Dendi,Nehase,12,2010,7,3,10,20
Oromia,Ilu Aba Bora,Ale,Teqemt,2,2011,55,7,63,125
Oromia,Ilu Aba Bora,Metu Town,Meskerem,1,2011,59,83,59,201
Oromia,Guji,Gumi Eldallo,Teqemt,2,2011,97,32,67,196
Oromia,Borena,Arero,Tahesas,4,2010,99,70,67,236
Oromia,West Shewa,Dendi,Tir,5,2011,45,26,57,128
Oromia,West Shewa,Adea Berga,Tahesas,4,2011,73,90,6,169
Oromia,West Shewa,Ambo,Sene,10,2010,33,49,3,85
Oromia,West Hararge,Chiro Town,Nehase,12,2010,9,5,77,91
Oromia,Guji,Shakiso Town,Tir,5,2011,13,28,42,83
Oromia,Buno Bedele,Dedesa,Miyazia,8,2011,48,73,98,219
Oromia,West Hararge,Burka Dimtu,Hamle,11,2010,3,49,19,71
Oromia,Qeleme Wellega,Laloqile,Megabit,7,2011,6,17,24,47
Oromia,East Shewa,Adea,Megabit,7,2010,39,7,18,64
Oromia,North Shewa,Degem,Hamle,11,2009,0,30,97,127
Oromia,Jimma,Seka Chekorsa,Ginbot,9,2009,53,72,38,163
Oromia,West Wellega,Begi Hospital,Yekatit,6,2010,32,38,78,148
Oromia,West Arsi,Kore,Meskerem,1,2011,76,42,3,121
Oromia,West Wellega,Jarso,Hedar,3,2011,6,12,26,44
Oromia,West Wellega,Nejo Rural,Yekatit,6,2009,33,68,14,115
Oromia,East Hararge,Aweday Town,Meskerem,1,2011,52,1,40,93
Oromia,West Shewa,Codi,Hamle,11,2010,67,26,17,110
Oromia,West Guji,Bule Hora Hospital,Miyazia,8,2009,52,42,21,115
Oromia,West Shewa,Gedo Hospital,Ginbot,9,2010,28,66,55,149
Oromia,South West Shewa,Ilu,Sene,10,2009,96,57,19,172
Oromia,Qeleme Wellega,Anfilo,Megabit,7,2010,64,43,39,146
Oromia,Qeleme Wellega,Sedan Chanka,Yekatit,6,2011,25,83,8,116
Oromia,West Shewa,Nono,Tir,5,2010,87,5,11,103
Oromia,Jimma,Sigmo,Meskerem,1,2011,55,70,44,169
Oromia,Jimma,Setema Hospital,Tir,5,2011,78,88,61,227
Oromia,Borena,Teltele,Teqemt,2,2011,94,3,12,109
Oromia,West Hararge,Anchar,Megabit,7,2010,75,13,86,174
Oromia,West Wellega,Babo Gembel,Meskerem,1,2011,87,66,85,238
Oromia,East Hararge,Girawa,Ginbot,9,2010,43,62,24,129
Oromia,Jimma,Sekoru,Teqemt,2,2010,15,36,13,64
Oromia,East Hararge,Garemuleta Hospital,Meskerem,1,2011,27,31,8,66
Oromia,West Hararge,Guba Qoricha,Megabit,7,2011,19,25,77,121
Oromia,Bishoftu Town,Bishoftu Town,Ginbot,9,2009,2,65,25,92
Oromia,North Shewa,Yaya Gulele,Meskerem,1,2011,3,62,84,149
Oromia,Guji,Aga Wayyu,Yekatit,6,2009,26,55,45,126
Oromia,Arsi,Bale Gesgara,Miyazia,8,2010,48,78,34,160
Oromia,West Shewa,Ambo Town,Hamle,11,2009,57,83,49,189
Oromia,Ilu Aba Bora,Darimu,Megabit,7,2010,97,89,93,279
Oromia,West Arsi,Kokosa  Hospital,Hedar,3,2011,38,96,63,197
Oromia,Bale,Legehida,Tahesas,4,2010,41,11,53,105
Oromia,Borena,Dilo,Hedar,3,2010,3,51,97,151
Oromia,Horo Gudru Wellega,Abay Chomen,Megabit,7,2009,63,1,79,143
Oromia,West Guji,Kercha,Yekatit,6,2010,87,18,17,122
Oromia,West Hararge,Tulo,Ginbot,9,2011,17,1,41,59
Oromia,Borena,Guchi,Tir,5,2011,5,37,66,108
Oromia,South West Shewa,Wonchi,Hedar,3,2010,67,4,0,71
Oromia,Finfine Zuria,Akaki,Tahesas,4,2011,28,22,70,120
Oromia,West Hararge,Hawi Gudina,Tir,5,2010,36,63,93,192
Oromia,East Shewa,Lomme,Teqemt,2,2010,83,34,7,124
Oromia,Arsi,Ludehetosa,Yekatit,6,2010,40,62,68,170
Oromia,Dukem Town,Dukem Town,Tir,5,2009,86,39,2,127
Oromia,West Shewa,Ambo Town,Meskerem,1,2010,64,32,54,150
Oromia,Guji,Aga Wayyu,Teqemt,2,2010,54,99,53,206
Oromia,West Wellega,Jarso,Tahesas,4,2010,50,15,8,73
Oromia,Qeleme Wellega,Hawa Gelan,Miyazia,8,2010,43,94,11,148
Oromia,Arsi,Tiyo,Yekatit,6,2011,79,86,61,226
Oromia,West Wellega,Gimbi Public  Hospital,Tir,5,2009,75,82,43,200
Oromia,Bale,Legehida,Tahesas,4,2011,51,36,48,135
Oromia,Qeleme Wellega,Dambi Dollo,Tahesas,4,2010,73,50,9,132
Oromia,East Hararge,Deder,Yekatit,6,2011,0,38,89,127
Oromia,East Shewa,Dugda,Miyazia,8,2009,73,40,13,126
Oromia,Qeleme Wellega,Laloqile,Teqemt,2,2010,59,51,39,149
Oromia,East Shewa,Olanciti Hospital,Tahesas,4,2011,88,41,36,165
Oromia,West Guji,Bule Hora Toun,Hamle,11,2009,88,62,3,153
Oromia,West Wellega,Mene Sibu,Yekatit,6,2009,36,42,56,134
Oromia,West Wellega,Nejo Rural,Ginbot,9,2009,0,37,80,117
Oromia,Bale,Dawe Qachen,Nehase,12,2009,6,14,55,75
Oromia,Guji,Shakiso Town,Ginbot,9,2009,77,30,69,176
Oromia,Buno Bedele,Boricha,Ginbot,9,2011,12,76,2,90
Oromia,Borena,Meyo,Nehase,12,2010,91,41,38,170
Oromia,Guji,Adola Hospital,Miyazia,8,2009,38,77,78,193
Oromia,West Wellega,Kundala,Megabit,7,2010,26,70,72,168
Oromia,Woliso Town,Woliso Town,Miyazia,8,2011,85,82,60,227
Oromia,Jimma,Dedo,Sene,10,2009,95,8,21,124
Oromia,East Shewa,Gimbichu,Megabit,7,2010,58,35,26,119
Oromia,Bale,Berbere,Yekatit,6,2011,21,21,38,80
Oromia,East Shewa,Batu,Tir,5,2010,77,72,42,191
Oromia,Qeleme Wellega,Seyo,Nehase,12,2009,4,60,98,162
Oromia,Qeleme Wellega,Dale Sedi,Megabit,7,2010,22,91,45,158
Oromia,East Hararge,Babile,Yekatit,6,2011,17,12,2,31
Oromia,Jimma,Limu Seka,Sene,10,2009,72,76,21,169
Oromia,West Shewa,Ginde Beret,Yekatit,6,2010,10,68,84,162
Oromia,East Hararge,Aweday Town,Yekatit,6,2009,8,15,15,38
Oromia,Guji,Wadara,Teqemt,2,2010,1,7,37,45
Oromia,West Arsi,Loke Hada Hospital,Tir,5,2011,18,91,36,145
Oromia,West Hararge,Burka Dimtu,Yekatit,6,2010,47,66,86,199
Oromia,Bale,Gura Dhamole,Miyazia,8,2009,78,93,28,199
Oromia,North Shewa,Dera Hospital,Ginbot,9,2011,59,24,76,159
Oromia,Arsi,Tena,Miyazia,8,2010,47,19,59,125
Oromia,Arsi,Merti,Nehase,12,2010,94,66,14,174
Oromia,Guji,Gumi Eldallo,Tahesas,4,2010,12,83,42,137
Oromia,East Wellega,Haro Limu,Miyazia,8,2009,4,23,93,120
Oromia,West Shewa,Jibat,Teqemt,2,2010,23,12,82,117
Oromia,West Guji,Hanbala,Ginbot,9,2011,96,59,56,211
Oromia,Horo Gudru Wellega,Amuru,Nehase,12,2009,56,11,47,114
Oromia,Jimma,Sekoru,Megabit,7,2010,69,74,53,196
Oromia,Qeleme Wellega,Dambi Dollo,Megabit,7,2009,6,30,23,59
Oromia,West Shewa,Abuna Gindeberet,Tir,5,2011,80,40,57,177
Oromia,Jimma,Tiro Afeta,Tahesas,4,2011,53,29,58,140
Oromia,West Shewa,Ambo,Tir,5,2010,88,69,96,253
Oromia,South West Shewa,Dawo,Yekatit,6,2010,24,84,71,179
Oromia,East Shewa,Dugda,Tir,5,2009,29,65,25,119
Oromia,East Shewa,Boset,Yekatit,6,2011,30,72,39,141
Oromia,Bale,Ginir,Ginbot,9,2009,75,60,21,156
Oromia,Ilu Aba Bora,Algesachi,Megabit,7,2011,77,44,16,137
Oromia,Buno Bedele,Chora,Ginbot,9,2010,25,21,48,94
Oromia,Borena,Dubluk,Miyazia,8,2009,75,0,89,164
Oromia,East Hararge,Kurfa Chele,Yekatit,6,2011,41,65,13,119
Oromia,East Hararge,Bedeno,Ginbot,9,2011,51,82,36,169
Oromia,Jimma,Limu Hospital,Tir,5,2009,57,7,70,134
Oromia,Horo Gudru Wellega,Horro Buluk,Sene,10,2011,5,53,15,73
Oromia,East Hararge,Deder,Miyazia,8,2010,24,30,83,137
Oromia,Ilu Aba Bora,Bure,Nehase,12,2009,47,13,29,89
Oromia,East Hararge,Goro Muti,Yekatit,6,2011,38,62,33,133
Oromia,East Shewa,Matahara,Miyazia,8,2010,94,70,21,185
Oromia,West Shewa,Tibe Kutaye,Sene,10,2010,48,9,40,97
Oromia,West Hararge,Tulo,Ginbot,9,2009,56,70,89,215
Oromia,East Wellega,Wama Hagelo,Ginbot,9,2011,2,21,82,105
Oromia,North Shewa,Hidabu Abote,Miyazia,8,2011,35,82,5,122
Oromia,Woliso Town,Woliso Town,Yekatit,6,2010,41,80,46,167
Oromia,East Hararge,Midega Tole,Miyazia,8,2010,65,93,53,211
Oromia,West Wellega,Babo Gembel,Miyazia,8,2011,68,39,49,156
Oromia,North Shewa,Jido,Sene,10,2009,50,18,84,152
Oromia,Arsi,Bale Gesgara,Tahesas,4,2011,37,83,57,177
Oromia,West Hararge,Habro,Megabit,7,2010,35,59,11,105
Oromia,East Hararge,Kumbi,Tir,5,2009,80,95,52,227
Oromia,West Guji,Kercha,Megabit,7,2009,84,76,90,250
Oromia,West Arsi,Bishan Guracha Town,Tir,5,2010,81,26,60,167
Oromia,Guji,Wadara,Ginbot,9,2010,48,70,18,136
Oromia,Buno Bedele,Meko,Hamle,11,2010,70,2,59,131
Oromia,Borena,Dilo,Hedar,3,2011,99,16,88,203
Oromia,West Shewa,Chelia,Miyazia,8,2010,65,18,18,101
Oromia,East Hararge,Kumbi,Hamle,11,2010,23,74,4,101
Oromia,Borena,Dilo,Megabit,7,2011,74,20,54,148
Oromia,Arsi,Munesa,Miyazia,8,2010,5,96,74,175
Oromia,West Hararge,Meiso,Ginbot,9,2011,69,52,22,143
Oromia,Guji,Shakiso Town,Miyazia,8,2010,13,62,12,87
Oromia,Borena,Yabelo Rural,Hedar,3,2010,43,66,52,161
Oromia,West Shewa,Guder Hosp,Meskerem,1,2011,72,92,59,223
Oromia,Bale,Legehida,Hedar,3,2010,77,81,41,199
Oromia,Ilu Aba Bora,Darimu,Miyazia,8,2009,16,16,75,107
Oromia,West Wellega,Ayira Hospital,Sene,10,2010,97,39,18,154
Oromia,Bale,Legehida,Megabit,7,2010,54,65,60,179
Oromia,Arsi,Seru,Tir,5,2010,4,97,9,110
Oromia,Sululta Town,Sululta Town,Meskerem,1,2010,90,5,39,134
Oromia,Guji,Aga Wayyu,Megabit,7,2011,62,6,95,163
Oromia,West Hararge,West Harerge	Gumbi Bordede,Teqemt,2,2011,83,73,90,246
Oromia,Finfine Zuria,Sululta Town,Sene,10,2010,84,85,14,183
Oromia,Qeleme Wellega,Dambi Dolo Hospital,Ginbot,9,2009,41,94,19,154
Oromia,Jimma,Mancho,Tahesas,4,2011,22,85,68,175
Oromia,Burayu Town,Burayu Town,Yekatit,6,2011,74,74,55,203
Oromia,East Hararge,Aweday Town,Yekatit,6,2009,11,23,95,129
Oromia,Borena,Guchi,Meskerem,1,2011,77,38,17,132
Oromia,West Shewa,Abuna Gindeberet,Tir,5,2011,73,92,59,224
Oromia,West Wellega,Seyo Nole,Yekatit,6,2009,60,14,70,144
Oromia,Bale,Gololcha,Teqemt,2,2010,57,57,33,147
Oromia,East Wellega,Boneya Bushe,Nehase,12,2010,22,22,28,72
Oromia,Borena,Yabelo Rural,Tir,5,2010,86,80,17,183
Oromia,Horo Gudru Wellega,Jima Rare,Hedar,3,2010,4,75,60,139
Oromia,Nekemte Town,Nekemte Town,Hedar,3,2011,71,72,92,235
Oromia,East Hararge,Girawa,Ginbot,9,2011,76,55,42,173
Oromia,East Hararge,Kombolicha,Hedar,3,2011,30,51,7,88
Oromia,Borena,Moyale Hospital,Yekatit,6,2009,88,39,79,206
Oromia,Buno Bedele,Dedesa,Hedar,3,2010,70,22,20,112
Oromia,West Shewa,Codi,Yekatit,6,2009,5,90,67,162
Oromia,East Hararge,Haromaya Hospital,Sene,10,2009,43,23,97,163
Oromia,Qeleme Wellega,Anfilo,Yekatit,6,2009,96,4,34,134
Oromia,West Wellega,Ayira Hospital,Tir,5,2010,9,95,43,147
Oromia,Nekemte Town,Nekemte Town,Sene,10,2010,66,6,24,96
Oromia,West Guji,Suro Barguda,Megabit,7,2010,31,17,50,98
Oromia,West Wellega,Genji,Sene,10,2009,0,5,20,25
Oromia,Arsi,Digeluna Tijo,Miyazia,8,2009,56,25,1,82
Oromia,East Shewa,Bora,Tir,5,2010,36,73,92,201
Oromia,Guji,Girja,Meskerem,1,2011,23,60,72,155
Oromia,West Wellega,Ayira Hospital,Ginbot,9,2010,21,86,48,155
Oromia,North Shewa,Were Jarso,Tir,5,2009,16,2,38,56
Oromia,Jimma,Dedo,Megabit,7,2011,3,18,98,119
Oromia,Arsi,Gololcha,Sene,10,2010,77,36,5,118
Oromia,Horo Gudru Wellega,Jima Rare,Megabit,7,2009,17,73,27,117
Oromia,Jimma,Limu Kosa,Hedar,3,2011,77,86,1,164
Oromia,Guji,Anna Sora,Teqemt,2,2010,26,44,30,100
Oromia,North Shewa,Aleiltu,Ginbot,9,2009,66,61,23,150
Oromia,Guji,Bore Hospital,Meskerem,1,2011,14,76,14,104
Oromia,Ilu Aba Bora,Nono Sele,Miyazia,8,2011,98,50,0,148
Oromia,West Shewa,Bako Tibe,Sene,10,2011,74,7,26,107
Oromia,North Shewa,Debre Libanos,Nehase,12,2010,20,93,51,164
Oromia,West Arsi,Arsi Negele Town,Sene,10,2011,57,53,56,166
Oromia,Horo Gudru Wellega,Jima Geneti,Tahesas,4,2011,99,95,12,206
Oromia,Borena,Dire,Ginbot,9,2009,38,55,4,97
Oromia,Arsi,Guna,Hamle,11,2010,18,1,93,112
Oromia,North Shewa,Kuyu Hospital,Nehase,12,2010,52,85,50,187
Oromia,Jimma,Omo Nada Hospital,Megabit,7,2011,73,82,92,247
Oromia,West Wellega,Yubdo,Meskerem,1,2011,74,16,2,92
Oromia,Arsi,Amigna,Hedar,3,2011,94,1,72,167
Oromia,Guji,Adola Hospital,Miyazia,8,2011,14,24,49,87
Oromia,East Hararge,Haromaya Town,Nehase,12,2010,36,21,83,140
Oromia,Guji,Negele Hospital,Meskerem,1,2011,78,88,44,210
Oromia,Bale,Legehida,Megabit,7,2010,31,41,64,136
Oromia,Qeleme Wellega,Dambi Dolo Hospital,Teqemt,2,2010,28,37,99,164
Oromia,West Hararge,Gemechis,Tahesas,4,2011,56,43,7,106
Oromia,East Shewa,Liben,Ginbot,9,2011,9,28,55,92
Oromia,West Wellega,Begi Hospital,Megabit,7,2011,42,57,48,147
Oromia,East Wellega,Guto Gida,Miyazia,8,2009,33,72,70,175
Oromia,Finfine Zuria,Sebeta Awas,Miyazia,8,2009,23,45,66,134
Oromia,West Wellega,Jarso,Yekatit,6,2010,79,80,58,217
Oromia,North Shewa,Abichugna,Ginbot,9,2011,21,93,95,209
Oromia,North Shewa,Degem,Nehase,12,2010,77,90,6,173
Oromia,Jimma,Shabe,Tir,5,2009,87,98,71,256
Oromia,Finfine Zuria,Akaki,Nehase,12,2010,72,96,40,208
Oromia,North Shewa,Debre Libanos,Teqemt,2,2010,12,8,99,119
Oromia,East Wellega,Jimma Arjo,Tir,5,2010,51,19,46,116
Oromia,Jimma,Nono Benja,Ginbot,9,2011,45,87,79,211
Oromia,West Wellega,Gimbi Public  Hospital,Sene,10,2009,93,40,17,150
Oromia,Arsi,Jeju,Hamle,11,2009,32,86,77,195
Oromia,Arsi,Amigna,Teqemt,2,2011,88,35,15,138
Oromia,West Hararge,Meiso,Meskerem,1,2011,64,70,75,209
Oromia,Qeleme Wellega,Dambi Dolo Hospital,Sene,10,2010,11,60,43,114
Oromia,West Hararge,Boke,Meskerem,1,2010,45,60,38,143
Oromia,Arsi,Jeju,Tir,5,2009,45,30,2,77
Oromia,Borena,Yabelo,Megabit,7,2009,68,48,41,157
Oromia,West Guji,Bule Hora Hospital,Sene,10,2009,70,7,40,117
Oromia,Jimma,Seka Chekorsa,Megabit,7,2009,22,22,7,51
Oromia,North Shewa,Fiche Hospital,Sene,10,2009,96,64,62,222
Oromia,East Shewa,Adama,Sene,10,2011,11,67,43,121
Oromia,West Shewa,Gindeberet Hospital,Tahesas,4,2010,45,61,58,164
Oromia,West Arsi,Dodola Town,Sene,10,2009,0,35,56,91
Oromia,East Shewa,Adami Tulu Jido Kombolcha,Meskerem,1,2011,99,11,29,139
Oromia,East Hararge,Kumbi,Hamle,11,2009,33,55,33,121
Oromia,Robe Town,Robe Town,Hedar,3,2011,99,74,20,193
Oromia,West Arsi,Arsi Negele Town,Hedar,3,2010,58,53,9,120
Oromia,South West Shewa,Goro,Nehase,12,2009,17,36,91,144
Oromia,Bale,Legehida,Nehase,12,2009,25,32,79,136
Oromia,Sebeta Town,Sebeta Town,Yekatit,6,2010,57,13,20,90
Oromia,West Shewa,Adea Berga,Megabit,7,2009,6,93,34,133
Oromia,South West Shewa,Woliso Rural,Ginbot,9,2011,30,77,59,166
Oromia,Jimma,B/Tolyi,Miyazia,8,2009,64,36,29,129
Oromia,Bale,Sinana,Hamle,11,2009,23,35,27,85
Oromia,West Arsi,Hebal Arsi,Sene,10,2010,25,39,44,108
Oromia,Arsi,Amigna,Ginbot,9,2010,92,19,12,123
Oromia,Horo Gudru Wellega,Abe Dengoro,Megabit,7,2010,3,15,21,39
Oromia,West Shewa,Ambo Hospital,Megabit,7,2010,20,42,53,115
Oromia,Arsi,Chole,Megabit,7,2010,57,22,71,150
Oromia,West Wellega,Mendi Hospital,Tir,5,2010,92,66,18,176
Oromia,North Shewa,Wuchale,Teqemt,2,2011,75,55,18,148
Oromia,West Wellega,Lata Sibu,Meskerem,1,2010,13,84,68,165
Oromia,East Wellega,Diga,Teqemt,2,2010,75,66,95,236
Oromia,Qeleme Wellega,Hawa Gelan,Sene,10,2010,7,95,31,133
Oromia,West Shewa,Tikur Enchini,Ginbot,9,2010,20,48,95,163
Oromia,West Arsi,Kokosa,Hedar,3,2010,92,99,17,208
Oromia,West Arsi,Arsi Negele Town,Tir,5,2010,70,13,41,124
Oromia,North Shewa,Jido,Tir,5,2009,39,28,33,100
Oromia,Qeleme Wellega,Dale Wabera,Ginbot,9,2010,41,85,43,169
Oromia,South West Shewa,Goro,Hedar,3,2010,3,78,40,121
Oromia,Ilu Aba Bora,Algesachi,Ginbot,9,2011,82,89,39,210
Oromia,West Hararge,Habro,Miyazia,8,2011,5,25,19,49
Oromia,Guji,Saba Boru,Megabit,7,2011,23,52,45,120
Oromia,Guji,Aga Wayyu,Hamle,11,2009,49,69,46,164
Oromia,West Wellega,Babo Gembel,Meskerem,1,2010,59,50,88,197
Oromia,West Shewa,Codi,Megabit,7,2010,80,98,88,266
Oromia,South West Shewa,Goro,Miyazia,8,2010,69,32,94,195
Oromia,Ilu Aba Bora,Yayu,Nehase,12,2010,97,64,50,211
Oromia,Arsi,Bekoji Town,Sene,10,2010,15,33,32,80
Oromia,Jimma Spe Town,Jimma Spe Town,Tir,5,2011,32,77,66,175
Oromia,West Wellega,Nejo Town,Yekatit,6,2011,2,6,11,19
Oromia,West Arsi,Dodola Town,Hamle,11,2010,22,45,13,80
Oromia,Horo Gudru Wellega,Shambu Town,Sene,10,2010,45,35,12,92
Oromia,Arsi,Aseko,Ginbot,9,2011,4,41,74,119
Oromia,West Arsi,Siraro,Hedar,3,2010,73,30,15,118
Oromia,North Shewa,Kuyu,Tir,5,2011,68,91,13,172
Oromia,West Arsi,Gedeb Asasa,Teqemt,2,2010,68,49,81,198
Oromia,West Arsi,Dodola Town,Tir,5,2011,7,72,79,158
Oromia,Arsi,Chole,Yekatit,6,2010,79,88,44,211
Oromia,East Wellega,Wama Hagelo,Nehase,12,2010,73,61,8,142
Oromia,East Wellega,Leqa Dulecha,Megabit,7,2011,74,48,18,140
